gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Gm14461,503.07832324222903,7.261356070479734,0.9216987739907664,7.878231234961455,3.3204780642759636e-15,8.335843627447571e-13
Grina,4372.469758470347,1.2438331908970917,0.1587443468005005,7.835448732295705,4.671712426800307e-15,1.156048609386213e-12
Snhg20,2066.2080505633116,4.091887799240585,0.5231604454465726,7.821477779627867,5.220678786753844e-15,1.2736985625936632e-12
Enpp6,576.2911525868769,-11.565569724844408,1.4816835233543768,-7.805695037129903,5.917451350961456e-15,1.4236401708521437e-12
Furin,3217.2851835834404,-1.913824519385669,0.2460176739713464,-7.779215568100085,7.297562094812427e-15,1.731621515155354e-12
Gm6410,496.3866371214719,3.4539743312847024,0.44541256196401213,7.754550783333704,8.865674171351174e-15,2.0752865945425004e-12
Loxl2,1883.6937181606424,-2.8214553886002434,0.36475699850330223,-7.735164507267706,1.0326948144259086e-14,2.3851119433980785e-12
Atp6v0b,7349.985350426715,2.0484622504799725,0.26602943108910626,7.7001339366614765,1.3592368460173415e-14,3.0979869271989987e-12
Kctd10,4555.9709671503815,-2.479657085113383,0.32235268370862075,-7.692373013884322,1.4443080459354968e-14,3.2491303859343734e-12
Txn1,14957.8807343321,2.733007104230322,0.3562848600879224,7.670848274484307,1.7086256394253503e-14,3.79446324693922e-12
Col4a2,13139.482168038332,-2.8105148483869793,0.3677027515347878,-7.643442527030099,2.114895539300457e-14,4.6372431052863945e-12
Crlf2,892.0049332493086,2.2331624277848148,0.2929041507585083,7.624208881990197,2.4553550677461993e-14,5.316457560437458e-12
Cd3d,404.9720021314895,7.210478220417545,0.9470594736000058,7.613543205485022,2.6668212363735715e-14,5.703046599563334e-12
Npy,248.999446815328,11.357547605641562,1.49223502035239,7.611098419979104,2.7177616935805968e-14,5.741105860512573e-12
RP23-33C9.1,843.5326998889628,3.3228460766470054,0.4379659768090137,7.586995914287693,3.274074069793207e-14,6.832953136982883e-12
Slc36a1,564.9629941078131,3.9953764559915435,0.527115243460318,7.579701982745489,3.463496059534489e-14,7.142223659911479e-12
Trib1,1839.3323615733837,-3.580365385660223,0.473254885102265,-7.565406081094223,3.866547947974952e-14,7.879569829979072e-12
Mgp,16468.408127091203,2.385950949481784,0.31840887055782746,7.493355776495121,6.713459692377963e-14,1.3522156836205938e-11
A130071D04Rik,217.25449291595092,6.266143994195065,0.8379116076226756,7.47828761075811,7.529726801337439e-14,1.499194570721461e-11
Klf6,9529.605212523478,-2.8990882015289117,0.388239492353789,-7.4672676495442,8.187712346318659e-14,1.6116767416242253e-11
Gm26905,2994.8009842373945,2.7817811017006315,0.37297570030906674,7.458344067443282,8.761662881564739e-14,1.7052755554434203e-11
Csf2ra,3917.5485693270325,2.462253579035758,0.330539422764247,7.449197915469007,9.390940390982201e-14,1.8074429939177077e-11
Dbhos,118.64676966075315,4.043291809433004,0.5436168608170656,7.43776012273767,1.0240679661424176e-13,1.949330253793292e-11
Canx,13677.357428502519,-1.3860061046480157,0.18679094817895367,-7.420092451804265,1.170386079617687e-13,2.2036334425149537e-11
Ctss,60083.00139933121,3.4572120153614474,0.4664349203214414,7.411992251735626,1.2441602853341825e-13,2.3173488669417966e-11
Nr4a1,18737.76019127527,-7.222131142930383,0.9767270254553225,-7.394216556630681,1.4224442890881042e-13,2.5936399974299094e-11
Tiparp,5357.743867141652,-2.773901322145482,0.3750970389602186,-7.395156543583569,1.4124177753139977e-13,2.5936399974299094e-11
H3f3b,40758.53191472924,-1.584889493672561,0.21454565795846947,-7.387189788661931,1.4996447425095083e-13,2.705921482265594e-11
Gm37214,507.1405807962299,3.6896678399931906,0.4998899520014777,7.380960199780699,1.57151984920977e-13,2.8063780235063542e-11
Esyt2,3974.5104443985524,-2.1189581529592387,0.2880260476082402,-7.356828212430801,1.8833146036636544e-13,3.328854649455288e-11
RP23-56M18.5,329.626186219848,3.6004190749910454,0.4912201598540106,7.329542574272769,2.3093960828835443e-13,4.0407433280513894e-11
Prkar1a,16691.276709397524,-1.166140078071823,0.15925090479968596,-7.322659042588514,2.4310492571205015e-13,4.2110635231841325e-11
Rsrp1,27091.856892564814,2.1137877975125865,0.2890441964323268,7.313026255510659,2.611919539964421e-13,4.479571313986505e-11
Mcm6,2033.249839313369,-2.7466810164432047,0.37694126091223945,-7.286761363815501,3.1749454347473883e-13,5.3918043941857114e-11
Kansl2,2604.1195252402117,-1.5501054625272086,0.21380860356288517,-7.2499676659236645,4.1687113780422593e-13,7.01072024179107e-11
Cep135,237.92010627586134,-3.79265368625067,0.5232622943635817,-7.248092834327933,4.2268088099774104e-13,7.040075212156606e-11
Fth1,274041.9819757404,2.8569594019702222,0.3953935070266509,7.225610312760279,4.988563351394865e-13,8.229704225986842e-11
Sele,457.9372601513437,-12.838816344549244,1.7788736189190228,-7.21738532069022,5.29966540527396e-13,8.660453221712785e-11
Ptprcap,556.0366118060246,5.832027362022358,0.8091385325630415,7.207699457284187,5.690505250338754e-13,9.212236630501673e-11
Ivns1abp,7477.402115920912,-2.376825673586621,0.3311301421077227,-7.177920011925089,7.077994753007861e-13,1.1352317139963165e-10
Gm29055,519.777311205201,3.6306877136892095,0.5061532569071208,7.17309957832681,7.331848222780869e-13,1.1651584854588095e-10
Fmnl2,964.818884820476,3.075484626336802,0.4302603718340024,7.1479616243239485,8.80759247566861e-13,1.3869556078502877e-10
