gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Wdr1,8765.702266823935,1.5955331635926813,0.23436563096856025,6.80788030650586,9.904721379444002e-12,1.3616633629740397e-09
Mycbp2,3960.0765384409938,-2.315002799330529,0.34079277782161094,-6.79299254558242,1.0983105751934683e-11,1.4980264396457683e-09
Mafk,2773.7623964961986,3.2724251597272653,0.48195176795589467,6.7899432625937335,1.1217765263475797e-11,1.5180791397963106e-09
Commd5,616.6684043563704,-1.3081873091281735,0.19275223731509908,-6.786885212593576,1.1458029873358043e-11,1.5385735927620775e-09
Ankrd35,964.0915425765019,-2.3628276218210846,0.34918489776083783,-6.766694771087787,1.3175762928370733e-11,1.7556197341941372e-09
Plxnd1,2421.0669981484316,2.0395892320108855,0.3015385295846823,6.763942355293934,1.3428653092582903e-11,1.7622055217403108e-09
Rhob,4206.338431590359,2.481779420612402,0.36686509567471076,6.764828406605703,1.3346728762260707e-11,1.7622055217403108e-09
Kcnq1ot1,2370.8060654372125,-2.761980965107813,0.40862954857672884,-6.759131772843865,1.3882109579687297e-11,1.808014301799574e-09
Nos3,2196.9412814107127,3.619594753585894,0.5362671527564351,6.74961114992971,1.4824190940671355e-11,1.916303249808278e-09
Sbno2,1730.8792712752656,1.8830747695884995,0.2792558670274457,6.743187850027975,1.5494866276660082e-11,1.9881635084763404e-09
Mrpl14,1880.8026849859934,-1.9492681563805798,0.2892704078902145,-6.738567455266204,1.599557957357157e-11,2.037319333627991e-09
Gm6410,496.3866371214719,-2.9983945984215428,0.4455179243984885,-6.730132356559604,1.6950882351272175e-11,2.1432349203557417e-09
Timm10,780.2024557028325,-2.4310446086706823,0.36138525523092796,-6.727016593737966,1.7317699850439003e-11,2.173747802965974e-09
Fam107b,1013.1045729768679,3.1443995829733344,0.4675824810797388,6.724801955180838,1.7583142877445897e-11,2.1911884958497686e-09
Unc93b1,7493.507368157093,1.7251919572378829,0.2576882076909636,6.69488127802435,2.1584679735829414e-11,2.670641588457408e-09
Gm9581,97.56246399635518,6.236097674055129,0.9321225700865581,6.69021207530254,2.2284740659956157e-11,2.7377040972465286e-09
Rassf3,1925.0071908307061,2.0193899257766743,0.30225031584749007,6.681183839674204,2.3701966401799732e-11,2.8913060705068658e-09
Lbx2,699.9838478290272,-3.6287904688796258,0.5433664980616953,-6.678347822002825,2.416509716654248e-11,2.9271875043276143e-09
Hspe1,7962.610706958381,-2.7473151400190985,0.4120659502954062,-6.667173393117228,2.607769396567141e-11,3.13692926995389e-09
Lrrfip1,2514.593537630862,2.233551947650985,0.33543223446589715,6.658727808934137,2.7620791553704962e-11,3.2996369054708785e-09
Mrps12,1905.6391695689563,-1.4569488197969012,0.21899045995513935,-6.6530241550036475,2.8713104746968565e-11,3.4066328796369143e-09
Pcgf1,835.4523547788384,-2.674134083084734,0.40221957475714115,-6.648443414767587,2.962088127230607e-11,3.490427927883576e-09
Ccnl1,7061.226164228346,2.4591710661178148,0.3701532591723903,6.643656391453014,3.0599546964913506e-11,3.5813875170691335e-09
Arhgap30,1409.4304616414395,2.2021695623337854,0.33159074281513684,6.6412275072513225,3.110814338466187e-11,3.616478253081295e-09
Rsrp1,27091.856892564814,-1.9139950010793878,0.2890432242620044,-6.621829679509939,3.547797085892971e-11,4.096996074789203e-09
Zfp101,422.76822384474036,-2.6859883876069013,0.405707853042997,-6.620498882288679,3.579886230264152e-11,4.106674786797062e-09
Tmem176b,27283.500592156295,-1.891448352304621,0.2867048325669278,-6.597197317429538,4.190029545080097e-11,4.774979722360358e-09
Cfp,2365.9421171234058,2.497739001737192,0.3791255922999977,6.588157202958644,4.453190112488857e-11,5.041709746962875e-09
Adam15,4078.742978270448,2.1847982045423158,0.33226323213907455,6.575503977604812,4.8488647155596854e-11,5.454028220969147e-09
Nr4a1,18737.76019127527,6.413261883406067,0.9763422535508613,6.568661614389483,5.076951002250686e-11,5.673738403934605e-09
Rps10,7783.6143735351325,-1.8047215220547739,0.27483723480351385,-6.566510259590561,5.150810016148866e-11,5.719380198700683e-09
Thbs1,17108.70107988293,2.9673597014940625,0.4523727743236293,6.5595452907853415,5.397209971445225e-11,5.9174064610709504e-09
Cdk5rap2,4197.022802536713,-3.6335445449679344,0.553932994587746,-6.5595380316208285,5.397472698586827e-11,5.9174064610709504e-09
Sik1,1703.7736193065095,5.30617489225394,0.81019045225751,6.549293289582524,5.7809998572408775e-11,6.29801758032242e-09
Rpl36,12576.011066021143,-1.9044661481522163,0.2908664012814859,-6.547563210331639,5.848347024260214e-11,6.331566697139714e-09
Rpp25l,1061.4630980833244,-2.4134518343449036,0.3693498546352351,-6.534324581576986,6.389723665011727e-11,6.874707659958579e-09
Cyfip1,5571.137332386367,1.9601647719631612,0.30007420228943904,6.532266876019113,6.478158596088453e-11,6.926831061817543e-09
Rps12-ps3,5399.155382600554,-2.0773049651305273,0.3192519755733581,-6.506788129971029,7.677457236238484e-11,8.158829094854173e-09
Gm10275,6643.9322155967375,-2.4792308462339565,0.38115004072991515,-6.5046060115490105,7.789726692235598e-11,8.227661327006405e-09
Kctd10,4555.9709671503815,2.094532975633882,0.322181117185433,6.501104080622958,7.973264081216927e-11,8.37047760089937e-09
Snhg11,1046.1106020368302,-5.531062043214012,0.8517328800647701,-6.493892830335964,8.364626187162634e-11,8.728437036989829e-09
Mterf1a,258.14133196302487,-3.7995969083625876,0.5851893105779497,-6.492936285199737,8.417929720893365e-11,8.731459797923045e-09
Eci1,3011.8475555359278,-1.502582055376993,0.23161624201159142,-6.487377751780444,8.734315676683857e-11,9.004253710451952e-09
Sh2b3,2191.264492618137,1.7416422027908767,0.26850230343439413,6.486507491793007,8.784891335102066e-11,9.004253710451952e-09
Fam129b,3256.554359761881,2.6959673823879338,0.41606464013735045,6.479683977705835,9.19149288656767e-11,9.365590575360304e-09
Col18a1,8539.98577194632,4.68408772992685,0.7242696002963941,6.467326155909309,9.97521948196739e-11,1.0104722331382405e-08
Hivep3,736.435426579978,-1.7160363158693104,0.26585332148807944,-6.454823683465829,1.083449695671694e-10,1.0911346295595978e-08
Rpl19,18408.707311966627,-1.6774519289110836,0.26011924009603316,-6.448780675707752,1.1275359292832639e-10,1.1289697900025836e-08
Dalrd3,2327.1453718250355,-1.4542332492901582,0.22559626042008007,-6.446176220218579,1.1470728394069599e-10,1.1419307887475493e-08
Ndufb2,4104.783731271366,-1.723315818051267,0.2680042599886917,-6.430180692366537,1.2745234622702844e-10,1.2615597379111924e-08
Havcr2,356.2505169762765,5.330775608665039,0.8305317482347124,6.4185091298382675,1.376153558528566e-10,1.3544165875472626e-08
Trbc2,979.8681696676732,-5.694707449228305,0.8876542459197497,-6.415456778813343,1.4040124499848359e-10,1.3740284552902444e-08
Pebp1,15910.299812885956,-1.3431704512324407,0.20953141683779863,-6.41035349974371,1.451826056011717e-10,1.4128388169794921e-08
Rcsd1,2635.579855345113,1.7496359671047983,0.2741980432157847,6.38092068996967,1.7602645844604843e-10,1.703424755979023e-08
Gls,6234.990141133082,2.2850432970425025,0.3583914131036088,6.375831600579979,1.8197279363211077e-10,1.733444416101826e-08
Ndufb10,4090.9107668409633,-1.7646539599474371,0.27677813189380324,-6.375698643072408,1.8213074918054055e-10,1.733444416101826e-08
Irf1,8173.762301359032,2.716768170300573,0.4260485625188906,6.376663153698855,1.8098792772260768e-10,1.733444416101826e-08
